
===== spell_payoffs (49) =====
Black Waltz No. 3 | {2}{B}{R} | Legendary Creature — Wizard | incl=90.5(n=6318) | Flying, deathtouch Whenever you cast a noncreature spell, Black Waltz No. 3 deals 2 damage to each opponent.
Laughing Mad | {2}{R} | Instant | incl=36.7(n=2562) | As an additional cost to cast this spell, discard a card. Draw two cards. Flashback {3}{R} (You may cast this card from your graveyard for its flashback cost and any additional cos
Unexpected Windfall | {2}{R}{R} | Instant | incl=32.4(n=2260) | As an additional cost to cast this spell, discard a card. Draw two cards and create two Treasure tokens. (They're artifacts with "{T}, Sacrifice this token: Add one mana of any col
Grab the Prize | {1}{R} | Sorcery | incl=31.5(n=2200) | As an additional cost to cast this spell, discard a card. Draw two cards. If the discarded card wasn't a land card, Grab the Prize deals 2 damage to each opponent.
Seize the Spoils | {2}{R} | Sorcery | incl=14.5(n=1011) | As an additional cost to cast this spell, discard a card. Draw two cards and create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one mana of any color."
Village Rites | {B} | Instant | incl=14.2(n=993) | As an additional cost to cast this spell, sacrifice a creature. Draw two cards.
Tormenting Voice | {1}{R} | Sorcery | incl=7.4(n=515) | As an additional cost to cast this spell, discard a card. Draw two cards.
Corrupted Conviction | {B} | Instant | incl=6.6(n=458) | As an additional cost to cast this spell, sacrifice a creature. Draw two cards.
Cathartic Reunion | {1}{R} | Sorcery | incl=6(n=419) | As an additional cost to cast this spell, discard two cards. Draw three cards.
Tersa Lightshatter | {2}{R} | Legendary Creature — Orc Wizard | incl=4.7(n=328) | Haste When Tersa Lightshatter enters, discard up to two cards, then draw that many cards. Whenever Tersa Lightshatter attacks, if there are seven or more cards in your graveyard, e
Bad Deal | {4}{B}{B} | Sorcery | incl=- | You draw two cards and each opponent discards two cards. Each player loses 2 life.
Bitter Reunion | {1}{R} | Enchantment | incl=- | When this enchantment enters, you may discard a card. If you do, draw two cards. {1}, Sacrifice this enchantment: Creatures you control gain haste until end of turn.
Byway Barterer | {2}{R} | Creature — Raccoon Rogue | incl=- | Menace Whenever you expend 4, you may discard your hand. If you do, draw two cards. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)
Casey Jones, Vigilante | {1}{R}{R} | Legendary Creature — Human Berserker | incl=- | When Casey Jones enters, draw three cards. At the beginning of your next upkeep, discard three cards at random.
Costly Plunder | {1}{B} | Instant | incl=- | As an additional cost to cast this spell, sacrifice an artifact or creature. Draw two cards.
Cruel Truths | {3}{B} | Instant | incl=- | Surveil 2, then draw two cards. You lose 2 life. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of yo
Crushing Disappointment | {3}{B} | Instant | incl=- | Each player loses 2 life. You draw two cards.
Decode Transmissions | {2}{B} | Sorcery | incl=- | You draw two cards and lose 2 life. Void — If a nonland permanent left the battlefield this turn or a spell was warped this turn, instead you draw two cards and each opponent loses
Derelict Attic // Widow's Walk | {2}{B} // {3}{B} | Enchantment — Room // Enchantment — Room | incl=- | When you unlock this door, you draw two cards and you lose 2 life. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a loc
Desperate Measures | {B} | Instant | incl=- | Target creature gets +1/-1 until end of turn. When it dies under your control this turn, draw two cards.
Disturbing Mirth | {B}{R} | Enchantment | incl=- | When this enchantment enters, you may sacrifice another enchantment or creature. If you do, draw two cards. When you sacrifice this enchantment, manifest dread. (Look at the top tw
Greasewrench Goblin | {R} | Creature — Goblin Artificer | incl=- | Exhaust — {2}{R}: Discard up to two cards, then draw that many cards. Put a +1/+1 counter on this creature. (Activate each exhaust ability only once.)
Hearth Elemental // Stoke Genius | {5}{R} // {1}{R} | Creature — Elemental // Sorcery — Adventure | incl=- | This spell costs {X} less to cast, where X is the number of cards in your graveyard that are instant cards, sorcery cards, and/or have an Adventure. // Discard your hand, then draw
Hedron Archive | {4} | Artifact | incl=- | {T}: Add {C}{C}. {2}, {T}, Sacrifice this artifact: Draw two cards.
Humble Defector | {1}{R} | Creature — Human Rogue | incl=- | {T}: Draw two cards. Target opponent gains control of this creature. Activate only during your turn.
Illuminate History | {2}{R}{R} | Sorcery — Lesson | incl=- | Discard any number of cards, then draw that many cards. Then if there are seven or more cards in your graveyard, create a 3/2 red and white Spirit creature token.
Invasion of Mercadia // Kyren Flamewright | {1}{R} | Battle — Siege // Creature — Goblin Spellshaper | incl=- | (As a Siege enters, choose an opponent to protect it. You and others can attack it. When it's defeated, exile it, then cast it transformed.) When this Siege enters, you may discard
Kickoff Celebrations | {1}{R} | Enchantment | incl=- | Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.) When this enchantment enters, you m
Magmatic Insight | {R} | Sorcery | incl=- | As an additional cost to cast this spell, discard a land card. Draw two cards.
Melded Moxite | {1}{R} | Artifact | incl=- | When this artifact enters, you may discard a card. If you do, draw two cards. {3}, Sacrifice this artifact: Create a tapped 2/2 colorless Robot artifact creature token.
Racers' Scoreboard | {4} | Artifact | incl=- | Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.) When this artifact enters, draw two
Rakdos Locket | {3} | Artifact | incl=- | {T}: Add {B} or {R}. {B/R}{B/R}{B/R}{B/R}, {T}, Sacrifice this artifact: Draw two cards.
Requiem Monolith | {2}{B} | Artifact | incl=- | {T}: Until end of turn, target creature gains "Whenever this creature is dealt damage, you draw that many cards and lose that much life." That creature's controller may have this a
Risky Research | {2}{B} | Sorcery | incl=- | Surveil 2, then draw two cards. You lose 2 life. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of yo
Romantic Rendezvous | {1}{R} | Sorcery | incl=- | Discard a card, then draw two cards.
Rowan's Grim Search | {2}{B} | Instant | incl=- | Bargain (You may sacrifice an artifact, enchantment, or token as you cast this spell.) If this spell was bargained, look at the top four cards of your library, then put up to two o
Saheeli's Lattice // Mastercraft Raptor | {1}{R} | Artifact // Artifact Creature — Dinosaur | incl=- | When this artifact enters, you may discard a card. If you do, draw two cards. Craft with one or more Dinosaurs {4}{R} ({4}{R}, Exile this artifact, Exile one or more Dinosaurs you 
Sephiroth, Fabled SOLDIER // Sephiroth, One-Winged Angel | {2}{B} | Legendary Creature — Human Avatar Soldier // Legendary Creature — Angel Nightmare Avatar | incl=- | Whenever Sephiroth enters or attacks, you may sacrifice another creature. If you do, draw a card. Whenever another creature dies, target opponent loses 1 life and you gain 1 life. 
Sinister Monolith | {3}{B} | Artifact | incl=- | At the beginning of combat on your turn, each opponent loses 1 life and you gain 1 life. {T}, Pay 2 life, Sacrifice this artifact: Draw two cards. Activate only as a sorcery.
Starting Column | {3} | Artifact | incl=- | Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.) {T}: Add one mana of any color. Max
Summon: Primal Odin | {4}{B}{B} | Enchantment Creature — Saga Knight | incl=- | (As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I — Gungnir — Destroy target creature an opponent controls. II — Zantetsuken — This creatur
Vaultguard Trooper | {4}{R} | Creature — Kavu Soldier | incl=- | At the beginning of your end step, if you control two or more tapped creatures, you may discard your hand. If you do, draw two cards.
Visions of Villainy | {2}{B} | Instant | incl=- | This spell costs {1} less to cast if you control a Villain. You draw two cards and lose 2 life.
Witch's Mark | {1}{R} | Sorcery | incl=- | You may discard a card. If you do, draw two cards. Create a Wicked Role token attached to up to one target creature you control. (If you control another Role on it, put that one in

===== rituals (8) =====
Dark Ritual | {B} | Instant | incl=74.1(n=5173) | Add {B}{B}{B}.
Seething Song | {2}{R} | Instant | incl=39.3(n=2744) | Add {R}{R}{R}{R}{R}.
Jeska's Will | {2}{R} | Sorcery | incl=35.7(n=2495) | Choose one. If you control a commander as you cast this spell, you may choose both instead. • Add {R} for each card in target opponent's hand. • Exile the top three cards of your l
Pyretic Ritual | {1}{R} | Instant | incl=20.3(n=1420) | Add {R}{R}{R}.
Culling the Weak | {B} | Instant | incl=5.4(n=380) | As an additional cost to cast this spell, sacrifice a creature. Add {B}{B}{B}{B}.
Blazing Firesinger // Seething Song | {2}{R} // {2}{R} | Creature — Dwarf Bard // Instant | incl=- | This creature enters prepared. (While it's prepared, you may cast a copy of its spell. Doing so unprepares it.) // Add {R}{R}{R}{R}{R}.
Glimpse the Impossible | {2}{R} | Sorcery | incl=- | Exile the top three cards of your library. You may play those cards this turn. At the beginning of the next end step, if any of those cards remain exiled, put them into your gravey
Sibling Rivalry | {3}{R} | Sorcery | incl=- | Gain control of target artifact or creature until end of turn. Untap it. It gains haste until end of turn. Create a tapped Powerstone token. (It's an artifact with "{T}: Add {C}. T

===== dorks (19) =====
Blazing Firesinger // Seething Song | {2}{R} // {2}{R} | Creature — Dwarf Bard // Instant | incl=- | This creature enters prepared. (While it's prepared, you may cast a copy of its spell. Doing so unprepares it.) // Add {R}{R}{R}{R}{R}.
Catalyst Elemental | {2}{R} | Creature — Elemental | incl=- | Sacrifice this creature: Add {R}{R}.
Chandra's Embercat | {1}{R} | Creature — Elemental Cat | incl=- | {T}: Add {R}. Spend this mana only to cast an Elemental spell or a Chandra planeswalker spell.
Endrider Catalyzer | {1}{R} | Creature — Human Warrior | incl=- | Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.) Max speed — {T}: Add {R}{R}.
Freya Crescent | {R} | Legendary Creature — Rat Knight | incl=- | Jump — During your turn, Freya Crescent has flying. {T}: Add {R}. Spend this mana only to cast an Equipment spell or activate an equip ability.
Howlsquad Heavy | {2}{R} | Creature — Goblin Mercenary | incl=- | Start your engines! Other Goblins you control have haste. At the beginning of combat on your turn, create a 1/1 red Goblin creature token. That token attacks this combat if able. M
Page, Loose Leaf | {2} | Legendary Artifact Creature — Construct | incl=- | {T}: Add {C}. Grandeur — Discard another card named Page, Loose Leaf: Reveal cards from the top of your library until you reveal an instant or sorcery card. Put that card into your
Palladium Myr | {3} | Artifact Creature — Myr | incl=- | {T}: Add {C}{C}.
Pit Automaton | {2} | Artifact Creature — Construct | incl=- | Defender {T}: Add {C}{C}. Spend this mana only to activate abilities. {2}, {T}: When you next activate an exhaust ability that isn't a mana ability this turn, copy it. You may choo
Purple Dragon Punks | {1}{R} | Creature — Human Rogue | incl=- | {T}: Add {R}. Spend this mana only to cast an artifact spell or to activate an ability.
Reckless Barbarian | {1}{R} | Creature — Dragon Barbarian | incl=- | Sacrifice this creature: Add {R}{R}.
Rubble Rouser | {2}{R} | Creature — Dwarf Sorcerer | incl=- | When this creature enters, you may discard a card. If you do, draw a card. {T}, Exile a card from your graveyard: Add {R}. When you do, this creature deals 1 damage to each opponen
Skirk Prospector | {R} | Creature — Goblin | incl=- | Sacrifice a Goblin: Add {R}.
Skittering Precursor | {2}{R} | Creature — Eldrazi Drone | incl=- | Devoid (This card has no color.) Menace Whenever you sacrifice a nontoken permanent, create a 0/1 colorless Eldrazi Spawn creature token with "Sacrifice this token: Add {C}."
Summon: G.F. Ifrit | {2}{R} | Enchantment Creature — Saga Demon | incl=- | (As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.) I, II — You may discard a card. If you do, draw a card. III, IV — Add {R}.
Sunset Strikemaster | {1}{R} | Creature — Human Monk | incl=- | {T}: Add {R}. {2}{R}, {T}, Sacrifice this creature: It deals 6 damage to target creature with flying.
Zhao, the Moon Slayer | {1}{R} | Legendary Creature — Human Soldier | incl=- | Menace Nonbasic lands enter tapped. {7}: Put a conqueror counter on Zhao. As long as Zhao has a conqueror counter on him, nonbasic lands are Mountains. (They lose all other land ty
Zookeeper Mechan | {1}{R} | Artifact Creature — Robot | incl=- | {T}: Add {R}. {6}{R}: Target creature you control gets +4/+0 until end of turn. Activate only as a sorcery.
Zuko, Conflicted | {B}{R} | Legendary Creature — Human Rogue | incl=- | At the beginning of your first main phase, choose one that hasn't been chosen and you lose 2 life — • Draw a card. • Put a +1/+1 counter on Zuko. • Add {R}. • Exile Zuko, then retu

===== trigger_doublers (4) =====
Harmonic Prodigy | {1}{R} | Creature — Human Wizard | incl=79.1(n=5526) | Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.) If a triggered ability of a Shaman or another Wizard you control triggers, that ability
Roaming Throne | {4} | Artifact Creature — Golem | incl=37.1(n=2594) | Ward {2} As this creature enters, choose a creature type. This creature is the chosen type in addition to its other types. If a triggered ability of another creature you control of
Panharmonicon | {4} | Artifact | incl=- | If an artifact or creature entering causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.
The Masamune | {3} | Legendary Artifact — Equipment | incl=- | As long as equipped creature is attacking, it has first strike and must be blocked if able. Equipped creature has "If a creature dying causes a triggered ability of this creature o
