name,copies,lists,status,oracle_first_80
"Rampaging Spiketail",3,3,partial,"When this creature enters, target creature you control gets +2/+0 and gains inde"
"Twisted Abomination",3,3,partial,"{B}: Regenerate this creature. (The next time this creature would be destroyed t"
"Valiant Changeling",3,3,partial,"This spell costs {1} less to cast for each creature type among creatures you con"
"Scholarship Sponsor",3,3,partial,"When this creature enters, each player who controls fewer lands than the player "
"Calamity Bearer",3,3,partial,"If a Giant source you control would deal damage to a permanent or player, it dea"
"Courageous Resolve",3,3,partial,"Up to one target creature you control gains protection from each of your opponen"
"Nighthaze",3,3,partial,"Target creature gains swampwalk until end of turn. (It can't be blocked as long "
"Alhammarret, High Arbiter",3,3,partial,"Flying As Alhammarret enters, each opponent reveals their hand. You choose the n"
"Loxodon Lifechanter",3,3,partial,"When this creature enters, you may have your life total become the total toughne"
"Mirkwood Channeler",3,3,partial,"At the beginning of combat on your turn, target Elf you control gains trample an"
"Sarkhan the Mad",3,3,partial,"0: Reveal the top card of your library and put it into your hand. Sarkhan deals "
"Bonder's Ornament",3,3,partial,"{T}: Add one mana of any color. {4}, {T}: Each player who controls a permanent n"
"Rise from the Grave",3,3,partial,"Put target creature card from a graveyard onto the battlefield under your contro"
"Teeka's Dragon",3,3,partial,"Flying; trample; rampage 4 (Whenever this creature becomes blocked, it gets +4/+"
"Atreus, Impulsive Son",3,3,partial,"Reach {3}, {T}: Draw a card for each experience counter you have, then discard a"
"Gaddock Teeg",3,3,partial,"Noncreature spells with mana value 4 or greater can't be cast. Noncreature spell"
"Selesnya Keyrune",3,3,partial,"{T}: Add {G} or {W}. {G}{W}: This artifact becomes a 3/3 green and white Wolf ar"
"Septic Rats",3,3,partial,"Infect (This creature deals damage to creatures in the form of -1/-1 counters an"
"Grafted Butcher",3,3,partial,"When this creature enters, Phyrexians you control gain menace until end of turn."
"Cephalid Constable",3,3,partial,"Whenever this creature deals combat damage to a player, return up to that many t"
"Dimir Cutpurse",3,3,partial,"Whenever this creature deals combat damage to a player, that player discards a c"
"Jailbreak",3,3,partial,"Return target permanent card in an opponent's graveyard to the battlefield under"
"Skyway Robber",3,3,partial,"Flying Escape—{3}{U}, Exile five other cards from your graveyard. (You may cast "
"Flensing Raptor",3,3,partial,"Flying Toxic 1 (Players dealt combat damage by this creature also get a poison c"
"Predators' Hour",3,3,partial,"Until end of turn, creatures you control gain menace and ""Whenever this creature"
"String of Disappearances",3,3,partial,"Return target creature to its owner's hand. Then that creature's controller may "
"Moonlace",3,3,partial,"Target spell or permanent becomes colorless."
"Goblin Flectomancer",3,3,partial,"Sacrifice this creature: You may change the targets of target instant or sorcery"
"Patron of the Moon",3,3,partial,"Moonfolk offering (You may cast this spell any time you could cast an instant by"
"Shield of Kaldra",3,3,partial,"Equipment named Sword of Kaldra, Shield of Kaldra, and Helm of Kaldra have indes"
"Neurok Stealthsuit",3,3,partial,"Equipped creature has shroud. (It can't be the target of spells or abilities.) {"
"Embodiment of Insight",3,3,partial,"Vigilance Land creatures you control have vigilance. Landfall — Whenever a land "
"Gutter Grime",3,3,partial,"Whenever a nontoken creature you control dies, put a slime counter on this encha"
"Master Chef",3,3,partial,"Commander creatures you own have ""This creature enters with an additional +1/+1 "
"Thelonite Hermit",3,3,partial,"All Saprolings get +1/+1. Morph {3}{G}{G} (You may cast this card face down as a"
"Gate to the Afterlife",3,3,partial,"Whenever a nontoken creature you control dies, you gain 1 life. Then you may dra"
"Boreas Charger",3,3,partial,"Flying When this creature leaves the battlefield, choose an opponent who control"
"Geistlight Snare",3,3,partial,"This spell costs {1} less to cast if you control a Spirit. It also costs {1} les"
"Great Unclean One",3,3,partial,"Reverberating Summons — At the beginning of your end step, each opponent loses 2"
"Plague Drone",3,3,partial,"Flying Rot Fly — If an opponent would gain life, that player loses that much lif"
"Bloated Processor",3,3,partial,"Sacrifice another Phyrexian: Put a +1/+1 counter on this creature. When this cre"
"Shrouded Lore",3,3,partial,"Target opponent chooses a card in your graveyard. You may pay {B}. If you do, re"
"Private Eye",3,3,partial,"Other Detectives you control get +1/+1. Whenever you draw your second card each "
"Sakashima's Will",3,3,partial,"Choose one. If you control a commander as you cast this spell, you may choose bo"
"Chance Encounter",3,3,partial,"Whenever you win a coin flip, put a luck counter on this enchantment. At the beg"
"Goblin Game",3,3,partial,"Each player hides at least one item, then all players reveal them simultaneously"
"Omen Machine",3,3,partial,"Players can't draw cards. At the beginning of each player's draw step, that play"
"Ancient Runes",3,3,partial,"At the beginning of each player's upkeep, this enchantment deals damage to that "
"Mob Verdict",3,3,partial,"Secret council — Each player secretly votes for another player, then those votes"
"Scythe of the Wretched",3,3,partial,"Equipped creature gets +2/+2. Whenever a creature dealt damage by equipped creat"
"Aether Snap",3,3,partial,"Remove all counters from all permanents and exile all tokens."
"Chains of Mephistopheles",3,3,partial,"If a player would draw a card except the first one they draw in each of their dr"
"Elbrus, the Binding Blade // Withengar Unbound",3,3,partial,"Equipped creature gets +1/+0. When equipped creature deals combat damage to a pl"
"Lethal Vapors",3,3,partial,"Whenever a creature enters, destroy it. {0}: Destroy this enchantment. You skip "
"Jiang Yanggu",3,3,partial,"+1: Target creature gets +2/+2 until end of turn. −1: If you don't control a cre"
"Tolsimir, Friend to Wolves",3,3,partial,"When Tolsimir enters, create Voja, Friend to Elves, a legendary 3/3 green and wh"
"Fateful Showdown",3,3,partial,"Fateful Showdown deals damage to any target equal to the number of cards in your"
"Rowan Kenrith",3,3,partial,"+2: During target player's next turn, each creature that player controls attacks"
"Fear of the Dark",3,3,partial,"Whenever this creature attacks, if defending player controls no Glimmer creature"
"Kamahl's Summons",3,3,partial,"Each player may reveal any number of creature cards from their hand. Then each p"
"Words of Wilding",3,3,partial,"{1}: The next time you would draw a card this turn, create a 2/2 green Bear crea"
"Circle of the Moon Druid",3,3,partial,"Bear Form — During your turn, this creature is a Bear with base power and toughn"
"Sparring Dummy",3,3,partial,"Defender {T}: Mill a card. You may put a land card milled this way into your han"
"Acquired Mutation",3,3,partial,"Enchant creature Enchanted creature gets +2/+2 and is goaded. (It attacks each c"
"Sontaran General",3,3,partial,"Trample, haste Battalion — Whenever this creature and at least two other creatur"
"Noosegraf Mob",3,3,partial,"This creature enters with five +1/+1 counters on it. Whenever a player casts a s"
"Urban Burgeoning",3,3,partial,"Enchant land Enchanted land has ""Untap this land during each other player's unta"
"Catapult Master",3,3,partial,"Tap five untapped Soldiers you control: Exile target creature."
"Ancestral Blade",3,3,partial,"When this Equipment enters, create a 1/1 white Soldier creature token, then atta"
"Esgaroth Garrison",3,3,partial,"Esgaroth Garrison's power is equal to the number of creatures you control. When "
"Sheltering Ancient",3,3,partial,"Trample Cumulative upkeep—Put a +1/+1 counter on a creature an opponent controls"
"Living Brain, Mechanical Marvel",3,3,partial,"At the beginning of combat on your turn, target non-Equipment artifact you contr"
"Mister Hyde, Monster Within",3,3,partial,"At the beginning of your upkeep, choose one — • Put a +1/+1 counter on Mister Hy"
"Unravel",3,3,partial,"Counter target spell. If the amount of mana spent to cast that spell was less th"
"Prototype Portal",3,3,partial,"Imprint — When this artifact enters, you may exile an artifact card from your ha"
"Arcum Dagsson",3,3,partial,"{T}: Target artifact creature's controller sacrifices it. That player may search"
"Getaway Barrel",3,3,partial,"When this artifact is put into a graveyard from the battlefield, reveal the top "
"Aurora Shifter",3,3,partial,"Whenever this creature deals combat damage to a player, you get that many {E}. A"
"Overclocked Electromancer",3,3,partial,"At the beginning of combat on your turn, you may pay {E}{E}{E}. If you do, put a"
"Adaptive Training Post",3,3,partial,"Whenever you cast an instant or sorcery spell, if this artifact has fewer than t"
"Null Group Biological Assets",3,3,partial,"During your turn, this creature has first strike. Whenever this creature attacks"
"Family's Favor",3,3,partial,"Whenever you attack, put a shield counter on target attacking creature. Until en"
"Mayor of Avabruck // Howlpack Alpha",3,3,partial,"Other Human creatures you control get +1/+1. At the beginning of each upkeep, if"
"Moonlight Hunt",3,3,partial,"Choose target creature you don't control. Each creature you control that's a Wol"
"Spined Sliver",3,3,partial,"Whenever a Sliver becomes blocked, that Sliver gets +1/+1 until end of turn for "
"Taunting Sliver",3,3,partial,"Sliver creatures you control have ""When this creature enters, goad target creatu"
"Rukarumel, Biologist",3,3,partial,"As Rukarumel enters, choose a creature type. Slivers you control and nontoken cr"
"Thorncaster Sliver",3,3,partial,"Sliver creatures you control have ""Whenever this creature attacks, it deals 1 da"
"Hunter Sliver",3,3,partial,"All Sliver creatures have provoke. (Whenever a Sliver attacks, its controller ma"
"Dormant Sliver",3,3,partial,"All Sliver creatures have defender. All Slivers have ""When this permanent enters"
"Invasion of New Phyrexia // Teferi Akosa of Zhalfir",3,3,partial,"(As a Siege enters, choose an opponent to protect it. You and others can attack "
"The Sea Devils",3,3,partial,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice aft"
"Benevolent Blessing",3,3,partial,"Flash Enchant creature As this Aura enters, choose a color. Enchanted creature h"
"Wilt-Leaf Liege",3,3,partial,"({G/W} can be paid with either {G} or {W}.) Other green creatures you control ge"
"Trench Gorger",3,3,partial,"Trample When this creature enters, you may search your library for any number of"
"Tidal Terror",3,3,partial,"Whenever this creature attacks, you may tap two other untapped creatures you con"
"Insidious Will",3,3,partial,"Choose one — • Counter target spell. • You may choose new targets for target spe"
"Redshift, Rocketeer Chief",3,3,partial,"Vigilance {T}: Add X mana of any one color, where X is Redshift's power. Spend t"
"Jeska, Thrice Reborn",3,3,partial,"Jeska enters with a loyalty counter on her for each time you've cast a commander"
"Invasion of New Capenna // Holy Frazzle-Cannon",3,3,partial,"(As a Siege enters, choose an opponent to protect it. You and others can attack "
"Alpharael, Stonechosen",3,3,partial,"Ward—Discard a card at random. Void — Whenever Alpharael attacks, if a nonland p"
"Slaying Fire",3,3,partial,"Slaying Fire deals 3 damage to any target. Adamant — If at least three red mana "
"Chandra, Fire Artisan",3,3,partial,"Whenever one or more loyalty counters are removed from Chandra, she deals that m"
"Aboleth Spawn",3,3,partial,"Flash Ward {2} Probing Telepathy — Whenever a creature entering under an opponen"
"Gravitational Shift",3,3,partial,"Creatures with flying get +2/+0. Creatures without flying get -2/-0."
"Soulcatchers' Aerie",3,3,partial,"Whenever a Bird is put into your graveyard from the battlefield, put a feather c"
"Vanish into Memory",3,3,partial,"Exile target creature. You draw cards equal to that creature's power. At the beg"
"Dack Fayden, Helping Hand",3,3,partial,"When Dack Fayden enters, reveal cards from the top of your library until you rev"
"The Ur-Sphinx",3,3,partial,"Eminence — As long as The Ur-Sphinx is in the command zone or on the battlefield"
"Jace's Machinations",3,3,partial,"Until end of turn, you may activate loyalty abilities of Jace planeswalkers you "
"Jace, Reality Sculptor",3,3,partial,"+1: Empower Jace X, where X is the number of Islands you control. −3: Until your"
"Pieces of the Puzzle",3,3,partial,"Reveal the top five cards of your library. Put up to two instant and/or sorcery "
"The Elderspell",3,3,partial,"Destroy any number of target planeswalkers. Choose a planeswalker you control. P"
"Herald of Slaanesh",3,3,partial,"Locus of Slaanesh — Demon spells you cast cost {2} less to cast. Other Demons yo"
"Rakdos, the Showstopper",3,3,partial,"Flying, trample When Rakdos enters, flip a coin for each creature that isn't a D"
"Bontu's Last Reckoning",3,3,partial,"Destroy all creatures. Lands you control don't untap during your next untap step"
"Tatyova, Steward of Tides",3,3,partial,"Land creatures you control have flying. Whenever a land you control enters, if y"
"Aethergeode Miner",3,3,partial,"Whenever this creature attacks, you get {E}{E} (two energy counters). Pay {E}{E}"
"Gerrard's Hourglass Pendant",3,3,partial,"Flash If a player would begin an extra turn, that player skips that turn instead"
"Starscream, Power Hungry // Starscream, Seeker Leader",3,3,partial,"More Than Meets the Eye {2}{B} (You may cast this card converted for {2}{B}.) Fl"
"Test of Talents",3,3,partial,"Counter target instant or sorcery spell. Search its controller's graveyard, hand"
"Spiral into Solitude",3,3,partial,"Enchant creature Enchanted creature can't attack or block. {1}{W}, Blight 1, Sac"
"Radha's Firebrand",3,3,partial,"Whenever this creature attacks, target creature defending player controls with p"
"Deep Freeze",3,3,partial,"Enchant creature Enchanted creature has base power and toughness 0/4, has defend"
"Brilliance Unleashed",3,3,partial,"Choose one or both — • Brilliance Unleashed deals 5 damage to target creature. •"
"Kenku Artificer",3,3,partial,"Homunculus Servant — When this creature enters, put three +1/+1 counters on up t"
"Mightstone's Animation",3,3,partial,"Enchant artifact When this Aura enters, draw a card. Enchanted artifact is a cre"
"Sword of Dungeons & Dragons",3,3,partial,"Equipped creature gets +2/+2 and has protection from Rogues and from Clerics. Wh"
"Descent of the Dragons",3,3,partial,"Destroy any number of target creatures. For each creature destroyed this way, it"
"Hate Mirage",3,3,partial,"Choose up to two target creatures you don't control. For each of those creatures"
"Taster of Wares",3,3,partial,"When this creature enters, target opponent reveals X cards from their hand, wher"
"Chaos Spewer",3,3,partial,"When this creature enters, you may pay {2}. If you don't, blight 2. (To blight 2"
"Sting-Slinger",3,3,partial,"{1}{R}, {T}, Blight 1: This creature deals 2 damage to each opponent. (To blight"
"Invasion of Eldraine // Prickle Faeries",3,3,partial,"(As a Siege enters, choose an opponent to protect it. You and others can attack "
"Renegade Silent",3,3,partial,"At the beginning of your end step, goad up to one target creature you don't cont"
"Sugar Coat",3,3,partial,"Flash Enchant creature or Food Enchanted permanent is a colorless Food artifact "
"The Eleventh Hour",3,3,partial,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice aft"
"Vedalken Shackles",3,3,partial,"You may choose not to untap this artifact during your untap step. {2}, {T}: Gain"
"Callous Oppressor",3,3,partial,"You may choose not to untap this creature during your untap step. As this creatu"
"Spinal Embrace",3,3,partial,"Cast this spell only during combat. Untap target creature you don't control and "
"Ashiok's Erasure",3,3,partial,"Flash When this enchantment enters, exile target spell. Your opponents can't cas"
"Tamiyo, the Moon Sage",3,3,partial,"+1: Tap target permanent. It doesn't untap during its controller's next untap st"
"Archelos, Lagoon Mystic",3,3,partial,"As long as Archelos is tapped, other permanents enter tapped. As long as Archelo"
"Ultimecia, Time Sorceress // Ultimecia, Omnipotent",3,3,partial,"Whenever Ultimecia enters or attacks, surveil 2. (Look at the top two cards of y"
"Exterminatus",3,3,partial,"Nonland permanents your opponents control lose indestructible until end of turn."
"Fumiko the Lowblood",3,3,partial,"Fumiko has bushido X, where X is the number of attacking creatures. (Whenever th"
"Karma",3,3,partial,"At the beginning of each player's upkeep, this enchantment deals damage to that "
"Reckoner Shakedown",3,3,partial,"Target opponent reveals their hand. You may choose a nonland card from it. If yo"
"Acquire",3,3,partial,"Search target opponent's library for an artifact card and put that card onto the"
"Transplant Theorist",3,3,partial,"Whenever this creature or another artifact you control enters, you may draw a ca"
"Winter Soldier, Icy Assassin",3,3,partial,"Vigilance, menace Winter Soldier gets +2/+0 for each Equipment attached to him. "
"Unnatural Selection",3,3,partial,"{1}: Choose a creature type other than Wall. Target creature becomes that type u"
"Aether Shockwave",3,3,partial,"Choose one — • Tap all Spirits. • Tap all non-Spirit creatures."
"Infernal Kirin",3,3,partial,"Flying Whenever you cast a Spirit or Arcane spell, target player reveals their h"
"Moira, Urborg Haunt",3,3,partial,"Menace Whenever Moira deals combat damage to a player, return to the battlefield"
"Tribute to Horobi // Echo of Death's Wail",3,3,partial,"(As this Saga enters and after your draw step, add a lore counter.) I, II — Each"
"Etherium Pteramander",3,3,partial,"Flying This creature can block only creatures with flying. {6}{B}: Adapt 4. This"
"Waterlogged Hulk // Watertight Gondola",3,3,partial,"{T}: Mill a card. (Put the top card of your library into your graveyard.) Craft "
"Clairvoyance",3,3,partial,"Look at target player's hand. Draw a card at the beginning of the next turn's up"
"Admiral Brass, Unsinkable",3,3,partial,"When Admiral Brass enters, mill four cards. At the beginning of combat on your t"
"Merchant Raiders",3,3,partial,"Whenever this creature or another Pirate you control enters, tap up to one targe"
"Warkite Marauder",3,3,partial,"Flying Whenever this creature attacks, target creature defending player controls"
"Intellect Devourer",3,3,partial,"Devour Intellect — When this creature enters, each opponent exiles a card from t"
"Cyclone Summoner",3,3,partial,"When this creature enters, if you cast it from your hand, return all permanents "
"Kaza, Roil Chaser",3,3,partial,"Flying, haste {T}: The next instant or sorcery spell you cast this turn costs {X"
"Stenn, Paranoid Partisan",3,3,partial,"As Stenn enters, choose a card type other than creature or land. Spells you cast"
"Windrider Wizard",3,3,partial,"Flying Whenever you cast an instant, sorcery, or Wizard spell, you may draw a ca"
"Lo and Li, Twin Tutors",3,3,partial,"When Lo and Li enter, search your library for a Lesson or Noble card, reveal it,"
"Cindering Cutthroat",3,3,partial,"This creature enters with a +1/+1 counter on it if an opponent lost life this tu"
"Discover the Impossible",3,3,partial,"Look at the top five cards of your library. Exile one of them face down and put "
"Ley Weaver",3,3,partial,"Partner with Lore Weaver (When this creature enters, target player may put Lore "
"Diligent Zookeeper",3,3,partial,"Each non-Human creature you control gets +1/+1 for each of its creature types, t"
"The Mirari Conjecture",3,3,partial,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice aft"
"Dragon Turtle",3,3,partial,"Flash Drag Below — When this creature enters, tap it and up to one target creatu"
"Circle of Protection: Black",3,3,partial,"{1}: The next time a black source of your choice would deal damage to you this t"
"Balamb T-Rexaur",3,3,partial,"Trample When this creature enters, you gain 3 life. Forestcycling {2} ({2}, Disc"
"Brass Herald",3,3,partial,"As this creature enters, choose a creature type. When this creature enters, reve"
"Draugr Necromancer",3,3,partial,"If a nontoken creature an opponent controls would die, exile that card with an i"
"Tidewater Minion",3,3,partial,"Defender (This creature can't attack.) {4}: This creature loses defender until e"
"Mizzium Meddler",3,3,partial,"Flash (You may cast this spell any time you could cast an instant.) When this cr"
"Skill Borrower",3,3,partial,"Play with the top card of your library revealed. As long as the top card of your"
"Tandem Takedown",3,3,partial,"Up to two target creatures you control each get +1/+0 until end of turn. They ea"
"Don't Blink",3,3,partial,"Until end of turn, if one or more creatures would enter from exile or after bein"
"Feed the Infection",3,3,partial,"You draw three cards and you lose 3 life. Corrupted — Each opponent who has thre"
"Varchild, Betrayer of Kjeldor",3,3,partial,"Whenever Varchild deals combat damage to a player, that player creates that many"
"What Must Be Done",3,3,partial,"Choose one — • Let the World Burn — Destroy all artifacts and creatures. • Relea"
"Fell Horseman // Deathly Ride",3,3,partial,"When this creature dies, put it on the bottom of its owner's library. // Return "
"Isareth the Awakener",3,3,partial,"Deathtouch Whenever Isareth attacks, you may pay {X}. When you do, return target"
"Tractor Beam",3,3,partial,"Enchant creature or Spacecraft When this Aura enters, tap enchanted permanent. Y"
"Ensoul Artifact",3,3,partial,"Enchant artifact Enchanted artifact is a creature with base power and toughness "
"Chimeric Mass",3,3,partial,"This artifact enters with X charge counters on it. {1}: Until end of turn, this "
"Stuffed Bear",3,3,partial,"{2}: This artifact becomes a 4/4 green Bear artifact creature until end of turn."
"Kalonian Twingrove",3,3,partial,"Kalonian Twingrove's power and toughness are each equal to the number of Forests"
"Coming Attraction",3,3,partial,"Search your library for a basic land card, put it onto the battlefield tapped, t"
"Entourage of Trest",3,3,partial,"When this creature enters, you become the monarch. This creature can block an ad"
"Fa'adiyah Seer",3,3,partial,"{T}: Draw a card and reveal it. If it isn't a land card, discard it."
"Nath's Elite",3,3,partial,"All creatures able to block this creature do so. When this creature enters, clas"
"Revealing Wind",3,3,partial,"Prevent all combat damage that would be dealt this turn. You may look at each fa"
"Salvager of Ruin",3,3,partial,"Sacrifice this creature: Choose target permanent card in your graveyard that was"
"Angelic Armaments",3,3,partial,"Equipped creature gets +2/+2, has flying, and is a white Angel in addition to it"
"Toggo, Goblin Weaponsmith",3,3,partial,"Landfall — Whenever a land you control enters, create a colorless Equipment arti"
"Gonti's Machinations",3,3,partial,"Whenever you lose life for the first time each turn, you get {E}. (You get an en"
"Valor Made Real",3,3,partial,"Target creature can block any number of creatures this turn."
"Palisade Giant",3,3,partial,"All damage that would be dealt to you and other permanents you control is dealt "
"Ascendant Evincar",3,3,partial,"Flying (This creature can't be blocked except by creatures with flying or reach."
"Break Through the Line",3,3,partial,"{R}: Target creature with power 2 or less gains haste until end of turn and can'"
"Kaya, Bane of the Dead",3,3,partial,"Your opponents and permanents your opponents control with hexproof can be the ta"
"Invigorating Hot Spring",3,3,partial,"This enchantment enters with four +1/+1 counters on it. Modified creatures you c"
"Machine Man, Model X-51",3,3,partial,"Whenever you cast a noncreature spell, put a +1/+1 counter on Machine Man and he"
"Victor Mancha, Runaway",3,3,partial,"When Victor Mancha enters, exile target card from your graveyard. You may play i"
"Eccentric Apprentice",3,3,partial,"Flying When this creature enters, venture into the dungeon. (Enter the first roo"
"Primal Adversary",3,3,partial,"Trample When this creature enters, you may pay {1}{G} any number of times. When "
"Clockwork Droid",3,3,partial,"You may exert this creature as it attacks. When you do, it can't be blocked this"
"Inner Demon",3,3,partial,"Enchant creature Enchanted creature gets +2/+2, has flying, and is a Demon in ad"
"Viper, Cruel Conspirator",3,3,partial,"{B}: Target creature that's attacking alone gets +1/+1 until end of turn. {B}: T"
"Crafty Cutpurse",3,3,partial,"Flash When this creature enters, each token that would be created under an oppon"
"Urza's Armor",3,3,partial,"If a source would deal damage to you, prevent 1 of that damage."
"Bronze Bombshell",3,3,partial,"When a player other than this creature's owner controls it, that player sacrific"
"Jinxed Choker",3,3,partial,"At the beginning of your end step, target opponent gains control of this artifac"
"Rasaad yn Bashir",3,3,partial,"Each creature you control assigns combat damage equal to its toughness rather th"
"Treefolk Umbra",3,3,partial,"Enchant creature Enchanted creature gets +0/+2 and assigns combat damage equal t"
"Sigarda, Heron's Grace",3,3,partial,"Flying You and Humans you control have hexproof. {2}, Exile a card from your gra"
"Timeless Dragon",3,3,partial,"Flying Plainscycling {2} ({2}, Discard this card: Search your library for a Plai"
"Nyssa of Traken",3,3,partial,"You have no maximum hand size. Sonic Booster — Whenever Nyssa of Traken attacks,"
"Kuroki, Thief of Talents",3,3,partial,"Menace At the beginning of your end step, target opponent may draw four cards. I"
"Reito Sentinel",3,3,partial,"Defender When this creature enters, target player mills three cards. (They put t"
"Akroma's Devoted",3,3,partial,"Cleric creatures have vigilance."
"Uvilda, Dean of Perfection // Nassari, Dean of Expression",3,3,partial,"{T}: You may exile an instant or sorcery card from your hand and put three refin"
"Band Together",3,3,partial,"Up to two target creatures you control each deal damage equal to their power to "
"Labyrinth Raptor",3,3,partial,"Menace Whenever a creature you control with menace becomes blocked, defending pl"
"Fractured Sanity",3,3,partial,"Each opponent mills fourteen cards. Cycling {1}{U} ({1}{U}, Discard this card: D"
"Mascot Exhibition",3,3,partial,"Create a 2/1 white and black Inkling creature token with flying, a 3/2 red and w"
"Zarda, the Power Princess",3,3,partial,"Flying Other Heroes you control have exalted. (Whenever a creature you control a"
"Helicarrier Strike",3,3,partial,"Teamwork 2 (As an additional cost to cast this spell, you may tap any number of "
"Spawn of Thraxes",3,3,partial,"Flying When this creature enters, it deals damage to any target equal to the num"
"Scent of Brine",3,3,partial,"Reveal any number of blue cards in your hand. Counter target spell unless its co"
"Scrap Mastery",3,3,partial,"Each player exiles all artifact cards from their graveyard, then sacrifices all "
"Dancing Sword",3,3,partial,"Equipped creature gets +2/+1. When equipped creature dies, you may have this Equ"
"Corroding Dragonstorm",3,3,partial,"When this enchantment enters, each opponent loses 2 life and you gain 2 life. Su"
"Lukka, Bound to Ruin",3,3,partial,"Compleated ({R/G/P} can be paid with {R}, {G}, or 2 life. If life was paid, this"
"Patchplate Resolute",3,3,partial,"When Patchplate Resolute enters or leaves the battlefield, you get a one-time bo"
"Archaeomancer's Spade",3,3,partial,"When this artifact enters, seek two cards with flashback and put them into your "
"Gale, Conduit of the Arcane",3,3,partial,"Specialize {2} When Gale, Conduit of the Arcane enters, if you cast it, return t"
"Najal, the Storm Runner",3,3,partial,"You may cast sorcery spells as though they had flash. Whenever Najal attacks, yo"
"Absorb Energy",3,3,partial,"Counter target spell. Cards in your hand that share a card type with that spell "
"Dazzling Flameweaver",3,3,partial,"Menace Ward—Pay 3 life. Whenever one or more creatures you control deal combat d"
"Skullpiercer Gnat",3,3,partial,"Flying Toxic 1 Whenever Skullpiercer Gnat deals combat damage to a player, a ran"
"Infestation",3,3,partial,"Wither When this creature enters, conjure a card named Blowfly Infestation onto "
"Piece It Together",3,3,partial,"Starting intensity 1 Draw a card. If Piece It Together's intensity is 4, instead"
"Axavar, Fate Thief",3,3,partial,"Void — At the beginning of your end step, if a nonland permanent left the battle"
"Triumphant Getaway",3,3,partial,"Flash When Triumphant Getaway enters, heist target opponent's library twice. Whe"
"District Guide",3,3,partial,"When this creature enters, you may search your library for a basic land card or "
"Mild-Mannered Librarian",3,3,partial,"{3}{G}: This creature becomes a Werewolf. Put two +1/+1 counters on it and you d"
"Garruk, Wrath of the Wilds",3,3,partial,"+1: Choose a creature card in your hand. It perpetually gets +1/+1 and perpetual"
"Spinewoods Armadillo",3,3,partial,"Reach Ward {3} (Whenever this creature becomes the target of a spell or ability "
"Faerie Slumber Party",3,3,partial,"Return all creatures to their owners' hands. For each opponent who controlled a "
"Gollum the Abandoned",3,3,partial,"Gollum can't block. When Gollum enters, exile up to one target card from an oppo"
"Cackling Observer",3,3,partial,"Flying When Cackling Observer enters, target opponent reveals each nonland card "
"Galuf's Final Act",3,3,partial,"Until end of turn, target creature gets +1/+0 and gains ""When this creature dies"
"Silken Strength",3,3,partial,"Flash Enchant creature or Vehicle When this Aura enters, untap enchanted permane"
"Angel of Unity",3,3,partial,"Flying, lifelink Whenever this creature enters and whenever you cast a party spe"
"Bushy Bodyguard",3,3,partial,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, "
"Rally the Ancestors",3,3,partial,"Return each creature card with mana value X or less from your graveyard to the b"
"Fallaji Archaeologist",3,3,partial,"When this creature enters, mill three cards. You may put a noncreature, nonland "
"Mardu Thunderkite",3,3,partial,"Flying Mobilize 1 When this creature enters, creatures you control perpetually g"
"Racketeer Boss",3,3,partial,"When Racketeer Boss enters, choose up to two creature and/or planeswalker cards "
"Putrid Hexhag",3,3,partial,"Whenever one or more counters are put on this creature, target creature an oppon"
"Gixian Recycler",3,3,partial,"When Gixian Recycler dies or is put into your graveyard from your hand or librar"
"Ghalma the Shaper",3,3,partial,"Vigilance Whenever Ghalma the Shaper attacks, conjure a card named Tempered Stee"
"Reezug, the Bonecobbler",3,3,partial,"{T}: Target creature card in your graveyard perpetually becomes an artifact. You"
"Fear of Change",3,3,partial,"When this creature enters or dies, exile another creature you control. If you do"
"Ursine Guide // Ranger's Merit",3,3,partial,"This creature enters prepared. Whenever you cast a spell that isn't from your st"
"Hexgold Sledge",3,3,partial,"For Mirrodin! When Hexgold Sledge enters, conjure a card named Goblin Gaveleer o"
"Gnawing Crescendo",3,3,partial,"Creatures you control get +2/+0 until end of turn. Whenever a nontoken creature "
"By Force",3,3,partial,"Destroy X target artifacts."
"Goblin Influx Array",3,3,partial,"Goblin spells you cast cost {R} less to cast. (If it doesn't require {R}, it cos"
"Ominous Traveler",3,3,partial,"When Ominous Traveler enters the battlefield, draft a card from Ominous Traveler"
"Runaway Growth",3,3,partial,"Starting intensity 1 Enchant land Whenever enchanted land is tapped for mana, it"
"Kraul Harpooner",3,3,partial,"Reach Undergrowth — When this creature enters, choose up to one target creature "
"Spark Rupture",3,3,partial,"When this enchantment enters, draw a card. Each planeswalker with one or more lo"
"Golden-Tail Trainer",3,3,partial,"Aura and Equipment spells you cast cost {X} less to cast, where X is this creatu"
"Skyshroud Ambush",3,3,partial,"Target creature you control fights target creature you don't control. When the c"
"Kami of Mourning",3,3,partial,"Whenever this creature enters, target creature you control or creature card in y"
"Stinging Cave Crawler",3,3,partial,"Deathtouch Descend 4 — Whenever this creature attacks, if there are four or more"
"Ochran Assassin",3,3,partial,"Deathtouch All creatures able to block this creature do so."
"Forgefire Automaton",3,3,partial,"Prototype {2}{B} — 3/2 At the beginning of your upkeep, return target creature c"
